395.Mvag1,3922.0
395.Mbo2,3117.0
395.Mvag4,2973.0
395.Bbd8,2673.0
395.Bbi9,2628.0
395.Mvag10,2628.0
395.Mvag7,2599.0
395.Mvag9,2548.0
395.Bft7,2542.0
395.Mbd11,2481.0
395.Bbi10,2465.0
395.Bbd9,2427.0
395.Bbi8,2426.0
395.Bbo10,2383.0
395.Mbo11,2376.0
395.Mbd7,2370.0
395.Bft9,2330.0
395.Bbo7,2306.0
395.Mbo9,2274.0
395.Mvag2,2272.0
395.Bft8,2202.0
395.Mbo8,2186.0
395.Mbi7,2183.0
395.Bbi7,2169.0
395.Mbo7,2152.0
395.Bbo11b,2071.0
395.Bbd1,2059.0
395.Bbo8,2037.0
395.Mbi11,2024.0
395.Mbd6,2010.0
395.Bmec11b,1989.0
395.Bbd11a,1983.0
395.Mvag6,1981.0
395.Bft6,1976.0
395.Bbi4a,1964.0
395.Bmec6,1963.0
395.Bnf6,1963.0
395.Mbi1,1954.0
395.Mbo6,1935.0
395.Bbi1,1925.0
395.Mbd1,1914.0
395.Bbo4,1907.0
395.Mbi2,1901.0
395.Bnf9,1883.0
395.Bmec4,1880.0
395.Bbo6,1877.0
395.Bbo11a,1871.0
395.Bbd7,1859.0
395.Bbi11b,1859.0
395.Bmec9,1849.0
395.Bnf2,1837.0
395.Mbd9,1834.0
395.Mbd4,1832.0
395.Mbo10,1830.0
395.Mbi4,1828.0
395.Bbd10,1824.0
395.Bbi11a,1823.0
395.Bft4,1804.0
395.Mbo1,1801.0
395.Bbd4,1801.0
395.Mbi6,1783.0
395.Bbd11b,1763.0
395.Bbd6,1760.0
395.Bmec10,1757.0
395.Mbd2,1747.0
395.Bbd2,1733.0
395.Bbi6,1730.0
395.Bmec11a,1724.0
395.Mbi8,1723.0
395.Mbi10,1714.0
395.Bbo9,1703.0
395.Mvag8,1694.0
395.Bbi2,1689.0
395.Mbi9,1665.0
395.Mbd10,1629.0
395.Mbo4,1616.0
395.Bbo2,1603.0
395.Mbd8,1579.0
395.Bbo1,1215.0
395.Bmec1,630.0
