395.Mvag1,3350.0
395.Mvag4,2427.0
395.Mbo2,2261.0
395.Bbd8,2055.0
395.Mvag7,2045.0
395.Bft7,1941.0
395.Mvag2,1918.0
395.Bbi9,1875.0
395.Mvag10,1874.0
395.Bbd9,1842.0
395.Mvag9,1828.0
395.Bft9,1815.0
395.Bbi8,1808.0
395.Bbo7,1802.0
395.Bbi10,1721.0
395.Bft8,1708.0
395.Mbd11,1698.0
395.Bbd1,1678.0
395.Bbo11b,1646.0
395.Bbi7,1633.0
395.Bbi1,1626.0
395.Mbd7,1590.0
395.Mbo11,1584.0
395.Mvag6,1549.0
395.Bbo8,1546.0
395.Bmec6,1534.0
395.Mbi2,1474.0
395.Bmec4,1473.0
395.Bbo4,1469.0
395.Mbi7,1448.0
395.Bnf9,1415.0
395.Bbo11a,1411.0
395.Bmec11b,1401.0
395.Bbo10,1393.0
395.Bbd7,1388.0
395.Bnf2,1383.0
395.Bmec9,1383.0
395.Mbi1,1378.0
395.Mbo9,1375.0
395.Bnf6,1374.0
395.Bft4,1370.0
395.Mbo7,1363.0
395.Bft6,1358.0
395.Bbo9,1349.0
395.Bbi4a,1348.0
395.Bbd11a,1344.0
395.Bbd2,1332.0
395.Mbi11,1326.0
395.Mvag8,1317.0
395.Mbd4,1313.0
395.Mbd6,1311.0
395.Bbd4,1272.0
395.Mbd1,1264.0
395.Mbd9,1252.0
395.Mbo6,1235.0
395.Mbd2,1231.0
395.Bbo6,1216.0
395.Bmec10,1210.0
395.Bmec11a,1201.0
395.Bbi11a,1200.0
395.Mbi6,1189.0
395.Mbi8,1185.0
395.Bbd11b,1182.0
395.Bbi11b,1175.0
395.Mbi4,1167.0
395.Mbi9,1161.0
395.Bbi2,1151.0
395.Mbd8,1135.0
395.Mbo8,1135.0
395.Bbd6,1129.0
395.Bbi6,1110.0
395.Mbo1,1100.0
395.Mbi10,1016.0
395.Bbo2,1011.0
395.Mbo10,1001.0
395.Mbd10,993.0
395.Mbo4,991.0
395.Bbo1,963.0
395.Bbd10,958.0
395.Bmec1,521.0
