395.Mvag1,3919.0
395.Mbo2,3074.0
395.Mvag4,2953.0
395.Bbd8,2618.0
395.Mvag10,2568.0
395.Mvag7,2564.0
395.Bbi9,2512.0
395.Mvag9,2512.0
395.Bft7,2475.0
395.Mbd11,2424.0
395.Bbi8,2399.0
395.Bbi10,2382.0
395.Mbo11,2371.0
395.Bbd9,2366.0
395.Bbo10,2317.0
395.Bft9,2305.0
395.Mbd7,2280.0
395.Bbo7,2277.0
395.Mvag2,2271.0
395.Mbo9,2216.0
395.Bft8,2176.0
395.Mbo8,2133.0
395.Bbi7,2125.0
395.Mbo7,2116.0
395.Mbi7,2098.0
395.Bbd1,2052.0
395.Bbo11b,2047.0
395.Bmec11b,1971.0
395.Mvag6,1957.0
395.Bnf6,1943.0
395.Bmec6,1939.0
395.Bbo8,1928.0
395.Bft6,1923.0
395.Bbi1,1922.0
395.Bbi4a,1917.0
395.Mbo6,1906.0
395.Mbi11,1898.0
395.Mbi2,1874.0
395.Bbo4,1870.0
395.Mbd6,1866.0
395.Mbi1,1858.0
395.Bmec4,1833.0
395.Bbo6,1830.0
395.Bnf9,1826.0
395.Bbd7,1825.0
395.Bmec9,1821.0
395.Bbd11a,1820.0
395.Mbd9,1803.0
395.Bnf2,1802.0
395.Mbd4,1799.0
395.Mbo1,1778.0
395.Mbo10,1769.0
395.Mbd1,1760.0
395.Bft4,1759.0
395.Bbo11a,1753.0
395.Bbd4,1749.0
395.Bbd10,1744.0
395.Mbi4,1728.0
395.Bmec10,1723.0
395.Bbd6,1714.0
395.Bmec11a,1711.0
395.Bbi11b,1709.0
395.Mbd2,1704.0
395.Mbi6,1703.0
395.Bbd2,1699.0
395.Bbi6,1682.0
395.Mvag8,1678.0
395.Mbi8,1676.0
395.Bbi11a,1673.0
395.Bbo9,1647.0
395.Mbi9,1630.0
395.Bbd11b,1619.0
395.Mbi10,1611.0
395.Bbi2,1596.0
395.Mbo4,1588.0
395.Mbd10,1538.0
395.Mbd8,1484.0
395.Bbo2,1450.0
395.Bbo1,1197.0
395.Bmec1,618.0
