129798,17854.0
4467774,7920.0
523025,7114.0
4465561,6592.0
288912,6504.0
364061,5282.0
872328,4433.0
321451,3623.0
4476186,3305.0
4381192,2579.0
15129,2523.0
4329518,2515.0
4462432,2446.0
341460,2416.0
469663,2257.0
1094701,2232.0
1133201,2210.0
4480777,1965.0
29566,1893.0
1069169,1628.0
1078027,1625.0
310843,1583.0
387053,1340.0
315011,1223.0
288552,1171.0
280799,1114.0
851726,1035.0
310925,1006.0
715913,981.0
307679,978.0
1068902,950.0
4458382,899.0
4357082,837.0
1041758,815.0
675940,812.0
287813,804.0
4331184,789.0
312916,769.0
584580,755.0
516648,749.0
279258,700.0
799433,690.0
523036,683.0
495067,670.0
342505,583.0
3714917,552.0
1096610,538.0
286880,517.0
281220,512.0
361600,511.0
965500,508.0
301574,499.0
516611,495.0
4483015,493.0
4474533,477.0
286704,458.0
317424,448.0
4479288,390.0
432284,379.0
965048,376.0
4465803,364.0
137637,361.0
330888,341.0
1008348,337.0
4470078,335.0
133178,316.0
342427,314.0
632140,298.0
1091685,297.0
1117566,290.0
1111342,287.0
977292,287.0
986513,284.0
299883,279.0
307611,276.0
575143,272.0
137183,272.0
225846,270.0
1139932,263.0
291187,257.0
358343,253.0
2912622,252.0
4398987,250.0
4473518,246.0
1082607,243.0
4417805,241.0
327239,230.0
287510,229.0
4445508,226.0
355774,225.0
4321559,225.0
4405869,224.0
286647,222.0
305430,217.0
510422,217.0
4470572,214.0
815898,210.0
294040,203.0
347428,202.0
1059655,192.0
4427114,192.0
222818,191.0
3991527,184.0
305448,182.0
992686,180.0
227000,174.0
291315,174.0
348590,170.0
292537,168.0
1087556,167.0
1041410,167.0
283765,167.0
4452538,163.0
40556,162.0
4482598,162.0
1086036,160.0
3718254,159.0
778484,156.0
14277,156.0
4432952,155.0
782289,155.0
287646,150.0
709533,150.0
332595,149.0
887744,148.0
2412266,147.0
518743,145.0
307856,143.0
4466150,143.0
274087,142.0
295996,142.0
83055,139.0
4471762,138.0
321047,138.0
388506,137.0
43628,136.0
4477696,136.0
139268,135.0
4438581,133.0
4475561,130.0
404338,130.0
968675,127.0
370601,126.0
70512,126.0
4465746,122.0
234441,120.0
4482944,120.0
845354,118.0
1004445,118.0
4430843,118.0
310301,117.0
830696,116.0
519766,115.0
558953,114.0
511324,113.0
616310,112.0
3443818,109.0
360635,109.0
299284,108.0
4369105,107.0
1066814,107.0
4482983,104.0
851821,104.0
300512,103.0
519836,103.0
334185,102.0
588899,100.0
306816,100.0
4465204,99.0
31171,99.0
146907,99.0
4459446,98.0
4456606,96.0
3431067,96.0
4451646,95.0
813725,94.0
849704,94.0
289388,91.0
286679,91.0
347846,91.0
4437364,91.0
2654263,91.0
14284,91.0
440481,90.0
4468464,89.0
1009482,89.0
357366,88.0
288054,87.0
4448731,86.0
494937,83.0
770475,83.0
4423242,83.0
1121955,83.0
310532,82.0
4457197,81.0
104135,79.0
576819,79.0
158047,78.0
4484389,77.0
4416103,77.0
177679,77.0
2036135,76.0
4483585,75.0
4303114,73.0
314077,72.0
4481606,71.0
287608,71.0
329490,71.0
1022551,71.0
538093,70.0
4373641,69.0
740940,69.0
4464267,69.0
287502,69.0
789741,68.0
655743,68.0
308224,66.0
696982,66.0
4322642,66.0
279515,66.0
4303423,65.0
464480,65.0
85999,65.0
294617,65.0
4423026,63.0
4481079,63.0
4453484,62.0
4315660,62.0
4431674,62.0
374453,61.0
436550,61.0
296945,61.0
4154872,60.0
1116669,60.0
4338733,59.0
1064036,58.0
280631,58.0
1994485,57.0
363389,57.0
519902,57.0
295166,57.0
4410938,57.0
71957,57.0
103120,56.0
41229,55.0
4300270,55.0
419366,55.0
3473398,55.0
293896,54.0
4345285,54.0
289933,54.0
309755,53.0
4473664,53.0
656307,53.0
4428313,52.0
287514,52.0
635216,52.0
4433523,52.0
557368,51.0
246785,50.0
672144,50.0
4461938,50.0
4450711,49.0
467626,49.0
654307,48.0
358386,48.0
4477552,48.0
925131,48.0
4381054,48.0
28970,48.0
300811,47.0
4468805,47.0
903184,47.0
523483,46.0
3875757,46.0
566396,46.0
850808,46.0
312081,46.0
566454,46.0
304062,45.0
326116,45.0
495451,45.0
365056,45.0
925397,45.0
295929,44.0
1066485,44.0
287776,44.0
1038074,43.0
4480359,43.0
4469167,43.0
2412268,43.0
495007,43.0
225370,42.0
851668,42.0
461851,42.0
4435664,42.0
1133140,42.0
15076,42.0
4424638,42.0
286126,41.0
253584,41.0
4348107,41.0
174638,41.0
1810358,40.0
982266,40.0
656342,40.0
814909,39.0
112715,39.0
615514,39.0
289047,39.0
4473883,39.0
318586,39.0
282310,38.0
867982,38.0
851799,38.0
132546,38.0
822776,37.0
542066,37.0
426566,37.0
964220,37.0
1127928,37.0
183812,37.0
611110,37.0
993455,36.0
175099,36.0
4480529,35.0
290833,35.0
4294457,35.0
4466203,35.0
1002634,35.0
4396297,35.0
139279,35.0
512791,35.0
4479603,34.0
4469233,34.0
439804,34.0
517381,34.0
1105574,34.0
3189292,34.0
292633,34.0
304971,33.0
4395890,33.0
4466196,33.0
816444,33.0
4394913,33.0
324217,33.0
3759020,33.0
4468850,33.0
295556,32.0
875735,32.0
1068339,32.0
1105876,32.0
4453773,32.0
287700,32.0
3055791,32.0
805356,32.0
4415616,32.0
1140993,31.0
69947,31.0
4395884,31.0
430691,31.0
4484075,31.0
1614791,31.0
257173,30.0
4471706,30.0
884827,30.0
364805,30.0
4070491,30.0
4453535,30.0
4481195,30.0
4398019,30.0
4452107,30.0
557799,30.0
1019594,30.0
798100,30.0
2740950,29.0
205417,29.0
4305234,29.0
528421,29.0
3728119,29.0
544493,29.0
549823,29.0
343126,29.0
1903527,28.0
4471189,28.0
423795,28.0
286878,28.0
164500,28.0
652731,28.0
9356,28.0
813469,28.0
4479989,28.0
3874043,28.0
293393,28.0
558264,28.0
4450025,28.0
810831,28.0
197539,28.0
4459993,28.0
945519,28.0
14286,28.0
