395.Mvag1,3922.0
395.Mbo2,3132.0
395.Mvag4,2967.0
395.Bbd8,2667.0
395.Mvag10,2625.0
395.Bbi9,2618.0
395.Mvag7,2597.0
395.Mvag9,2545.0
395.Bft7,2540.0
395.Mbd11,2481.0
395.Bbi10,2461.0
395.Bbi8,2425.0
395.Bbd9,2412.0
395.Mbo11,2389.0
395.Bbo10,2378.0
395.Mbd7,2369.0
395.Bft9,2329.0
395.Bbo7,2305.0
395.Mbo9,2302.0
395.Mvag2,2270.0
395.Bft8,2202.0
395.Mbo8,2198.0
395.Mbo7,2188.0
395.Mbi7,2174.0
395.Bbi7,2170.0
395.Bbo11b,2072.0
395.Bbd1,2060.0
395.Bbo8,2036.0
395.Mbi11,2025.0
395.Mbd6,1997.0
395.Bmec11b,1987.0
395.Bbd11a,1976.0
395.Mvag6,1974.0
395.Bft6,1966.0
395.Bbi4a,1961.0
395.Bmec6,1960.0
395.Bnf6,1953.0
395.Mbi1,1952.0
395.Mbo6,1947.0
395.Bbi1,1928.0
395.Mbd1,1913.0
395.Bbo4,1907.0
395.Mbi2,1899.0
395.Bnf9,1880.0
395.Bmec4,1880.0
395.Bbo6,1875.0
395.Bbo11a,1866.0
395.Bbd7,1858.0
395.Bbi11b,1857.0
395.Bmec9,1845.0
395.Bnf2,1834.0
395.Mbo1,1832.0
395.Mbd4,1829.0
395.Mbo10,1828.0
395.Mbd9,1826.0
395.Bbd10,1824.0
395.Bbi11a,1823.0
395.Mbi4,1822.0
395.Bft4,1802.0
395.Bbd4,1801.0
395.Mbi6,1774.0
395.Bbd6,1758.0
395.Bbd11b,1755.0
395.Bmec10,1751.0
395.Mbd2,1745.0
395.Bbi6,1731.0
395.Bbd2,1730.0
395.Bmec11a,1725.0
395.Mbi8,1723.0
395.Mbi10,1710.0
395.Bbo9,1697.0
395.Mvag8,1694.0
395.Bbi2,1685.0
395.Mbi9,1655.0
395.Mbd10,1625.0
395.Mbo4,1621.0
395.Bbo2,1618.0
395.Mbd8,1555.0
395.Bbo1,1221.0
395.Bmec1,629.0
